ticket_id,created_at,customer_id,channel,subject,message,category,priority,status,sentiment,summary,assigned_team
TCK-0157,2026-03-05 14:05:37,CUST-1074,email,Need information,Could your support team guide me on the next steps?,general,low,closed,neutral,Need information: Could your support team guide me on the next steps?,support
TCK-0158,2026-02-23 00:28:37,CUST-1247,email,Account question,Can someone help me understand a feature in my account?,general,medium,open,neutral,Account question: Can someone help me understand a feature in my account?,support
TCK-0159,2026-03-14 02:16:37,CUST-1098,email,Bug report,I am unable to access a feature that worked yesterday.,technical,medium,pending,neutral,Bug report: I am unable to access a feature that worked yesterday.,engineering
TCK-0160,2026-03-06 20:02:37,CUST-1290,phone,Dashboard crash,The export button crashes every time I click on it.,technical,high,open,negative,Dashboard crash: The export button crashes every time I click on it.,engineering
TCK-0161,2026-02-25 01:21:37,CUST-1254,web,Dashboard crash,The export button crashes every time I click on it.,technical,high,open,negative,Dashboard crash: The export button crashes every time I click on it.,engineering
TCK-0162,2026-01-31 09:47:37,CUST-1259,web,Feature request,This is not urgent but I have a product suggestion.,product,low,pending,positive,Feature request: This is not urgent but I have a product suggestion.,product
TCK-0163,2026-01-26 12:38:37,CUST-1042,phone,Invoice problem,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Invoice problem: The invoice amount looks incorrect on my account.,billing
TCK-0164,2026-01-30 11:42:37,CUST-1251,email,Export button not working,The export button crashes every time I click on it.,technical,high,open,negative,Export button not working: The export button crashes every time I click on it.,engineering
TCK-0165,2026-01-24 09:37:37,CUST-1278,phone,Login problem,I am unable to access a feature that worked yesterday.,technical,low,open,positive,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0166,2026-03-17 18:41:37,CUST-1182,email,Invoice problem,Please help me fix this billing problem quickly.,billing,low,closed,negative,Invoice problem: Please help me fix this billing problem quickly.,billing
TCK-0167,2026-01-31 06:09:37,CUST-1178,web,Subscription billing issue,I was charged twice for my subscription and I need a refund.,billing,high,open,negative,Subscription billing issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0168,2026-02-10 21:46:37,CUST-1168,web,Export button not working,I cannot log into my account after resetting my password.,technical,high,pending,negative,Export button not working: I cannot log into my account after resetting my password.,engineering
TCK-0169,2026-02-24 08:09:37,CUST-1136,email,Feature request,I would like more filtering options in reports.,product,medium,open,neutral,Feature request: I would like more filtering options in reports.,product
TCK-0170,2026-01-21 10:40:37,CUST-1276,web,General question,"This is not urgent, I just need clarification.",general,medium,pending,positive,"General question: This is not urgent, I just need clarification.",support
TCK-0171,2026-02-22 03:29:37,CUST-1275,web,Suggestion for export options,It would be great to have dark mode in the dashboard.,product,low,open,positive,Suggestion for export options: It would be great to have dark mode in the dashboard.,product
TCK-0172,2026-02-26 07:47:37,CUST-1013,email,Need better filtering,I would like more filtering options in reports.,product,low,open,neutral,Need better filtering: I would like more filtering options in reports.,product
TCK-0173,2026-02-27 21:01:37,CUST-1112,phone,Login problem,I am unable to access a feature that worked yesterday.,technical,low,open,neutral,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0174,2026-01-19 22:34:37,CUST-1053,phone,Password reset issue,The application is slow and sometimes throws an error.,technical,high,open,neutral,Password reset issue: The application is slow and sometimes throws an error.,engineering
TCK-0175,2026-01-24 21:14:37,CUST-1265,web,Password reset issue,I cannot log into my account after resetting my password.,technical,high,open,negative,Password reset issue: I cannot log into my account after resetting my password.,engineering
TCK-0176,2026-02-04 12:02:37,CUST-1011,email,Password reset issue,I cannot log into my account after resetting my password.,technical,high,open,negative,Password reset issue: I cannot log into my account after resetting my password.,engineering
TCK-0177,2026-01-25 06:25:37,CUST-1284,chat,Payment issue,Please help me fix this billing problem quickly.,billing,low,open,negative,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0178,2026-02-21 11:39:37,CUST-1064,phone,Double charge,My payment failed but the money was still debited.,billing,medium,closed,positive,Double charge: My payment failed but the money was still debited.,billing
TCK-0179,2026-01-29 21:57:37,CUST-1127,phone,Clarification needed,Could your support team guide me on the next steps?,general,medium,open,neutral,Clarification needed: Could your support team guide me on the next steps?,support
TCK-0180,2026-03-05 09:53:37,CUST-1085,chat,Export button not working,The export button crashes every time I click on it.,technical,high,open,negative,Export button not working: The export button crashes every time I click on it.,engineering
TCK-0181,2026-01-31 17:53:37,CUST-1069,chat,Suggestion for export options,I would like more filtering options in reports.,product,low,closed,positive,Suggestion for export options: I would like more filtering options in reports.,product
TCK-0182,2026-02-11 22:20:37,CUST-1124,phone,Invoice problem,Please help me fix this billing problem quickly.,billing,low,pending,neutral,Invoice problem: Please help me fix this billing problem quickly.,billing
TCK-0183,2026-03-16 19:30:37,CUST-1139,email,Suggestion for export options,Please consider improving the dashboard usability.,product,low,open,neutral,Suggestion for export options: Please consider improving the dashboard usability.,product
TCK-0184,2026-02-05 22:52:37,CUST-1196,email,Double charge,Please help me fix this billing problem quickly.,billing,low,pending,negative,Double charge: Please help me fix this billing problem quickly.,billing
TCK-0185,2026-03-09 13:35:37,CUST-1010,chat,Login problem,I cannot log into my account after resetting my password.,technical,medium,open,negative,Login problem: I cannot log into my account after resetting my password.,engineering
TCK-0186,2026-02-09 02:17:37,CUST-1226,web,Login problem,There seems to be a bug when I try to open the dashboard.,technical,low,open,positive,Login problem: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0187,2026-03-07 07:47:37,CUST-1245,email,Need information,Can someone help me understand a feature in my account?,general,medium,closed,positive,Need information: Can someone help me understand a feature in my account?,support
TCK-0188,2026-02-22 14:02:37,CUST-1125,email,Bug report,There seems to be a bug when I try to open the dashboard.,technical,low,open,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0189,2026-02-20 08:57:37,CUST-1048,email,Feature request,It would be great to have dark mode in the dashboard.,product,low,open,positive,Feature request: It would be great to have dark mode in the dashboard.,product
TCK-0190,2026-02-08 00:12:37,CUST-1093,web,Password reset issue,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Password reset issue: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0191,2026-03-09 10:36:37,CUST-1229,chat,Suggestion for export options,Please consider improving the dashboard usability.,product,low,open,neutral,Suggestion for export options: Please consider improving the dashboard usability.,product
TCK-0192,2026-03-01 20:57:37,CUST-1110,chat,Refund request,My payment failed but the money was still debited.,billing,medium,closed,neutral,Refund request: My payment failed but the money was still debited.,billing
TCK-0193,2026-01-20 01:27:37,CUST-1241,web,Payment issue,Please help me fix this billing problem quickly.,billing,medium,closed,negative,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0194,2026-02-12 01:05:37,CUST-1208,web,Double charge,I have not received my refund after several days.,billing,high,open,negative,Double charge: I have not received my refund after several days.,billing
TCK-0195,2026-01-31 03:45:37,CUST-1241,chat,Payment issue,Please help me fix this billing problem quickly.,billing,medium,open,neutral,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0196,2026-01-24 23:23:37,CUST-1031,phone,Login problem,I cannot log into my account after resetting my password.,technical,high,open,negative,Login problem: I cannot log into my account after resetting my password.,engineering
TCK-0197,2026-03-01 12:17:37,CUST-1013,email,Need information,"This is not urgent, I just need clarification.",general,low,closed,positive,"Need information: This is not urgent, I just need clarification.",support
TCK-0198,2026-02-06 06:57:37,CUST-1013,web,Dashboard crash,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Dashboard crash: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0199,2026-01-24 03:47:37,CUST-1233,chat,Clarification needed,Could your support team guide me on the next steps?,general,low,open,positive,Clarification needed: Could your support team guide me on the next steps?,support
TCK-0200,2026-02-04 23:22:37,CUST-1296,chat,Double charge,Please help me fix this billing problem quickly.,billing,low,open,negative,Double charge: Please help me fix this billing problem quickly.,billing
TCK-0201,2026-03-11 03:35:37,CUST-1164,web,Export button not working,The application is slow and sometimes throws an error.,technical,medium,open,negative,Export button not working: The application is slow and sometimes throws an error.,engineering
TCK-0202,2026-02-03 08:58:37,CUST-1096,chat,Suggestion for export options,Please consider improving the dashboard usability.,product,low,open,positive,Suggestion for export options: Please consider improving the dashboard usability.,product
TCK-0203,2026-02-08 12:59:37,CUST-1179,chat,Login problem,The application is slow and sometimes throws an error.,technical,high,open,neutral,Login problem: The application is slow and sometimes throws an error.,engineering
TCK-0204,2026-02-21 00:16:37,CUST-1250,chat,Account question,Could your support team guide me on the next steps?,general,medium,pending,positive,Account question: Could your support team guide me on the next steps?,support
TCK-0205,2026-01-20 00:00:37,CUST-1003,email,Password reset issue,I cannot log into my account after resetting my password.,technical,medium,open,negative,Password reset issue: I cannot log into my account after resetting my password.,engineering
TCK-0206,2026-03-20 00:14:37,CUST-1175,phone,Double charge,My payment failed but the money was still debited.,billing,medium,closed,neutral,Double charge: My payment failed but the money was still debited.,billing
TCK-0207,2026-02-26 21:35:37,CUST-1260,email,Dashboard improvement,I would like more filtering options in reports.,product,low,open,positive,Dashboard improvement: I would like more filtering options in reports.,product
TCK-0208,2026-02-12 06:37:37,CUST-1066,chat,Export button not working,The export button crashes every time I click on it.,technical,medium,closed,negative,Export button not working: The export button crashes every time I click on it.,engineering
TCK-0209,2026-03-20 02:17:37,CUST-1060,phone,Need better filtering,A CSV export with more columns would be very useful.,product,low,open,positive,Need better filtering: A CSV export with more columns would be very useful.,product
TCK-0210,2026-03-09 10:10:37,CUST-1262,web,Dashboard crash,There seems to be a bug when I try to open the dashboard.,technical,low,open,neutral,Dashboard crash: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0211,2026-03-09 07:48:37,CUST-1174,web,Double charge,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Double charge: The invoice amount looks incorrect on my account.,billing
TCK-0212,2026-01-24 17:16:37,CUST-1064,phone,Feature request,Please consider improving the dashboard usability.,product,medium,pending,neutral,Feature request: Please consider improving the dashboard usability.,product
TCK-0213,2026-02-02 23:41:37,CUST-1177,web,Subscription billing issue,I have not received my refund after several days.,billing,high,pending,negative,Subscription billing issue: I have not received my refund after several days.,billing
TCK-0214,2026-03-10 13:01:37,CUST-1055,phone,Subscription billing issue,My payment failed but the money was still debited.,billing,low,closed,positive,Subscription billing issue: My payment failed but the money was still debited.,billing
TCK-0215,2026-02-11 16:41:37,CUST-1223,phone,Login problem,I cannot log into my account after resetting my password.,technical,high,open,negative,Login problem: I cannot log into my account after resetting my password.,engineering
TCK-0216,2026-03-13 15:16:37,CUST-1060,email,Dark mode suggestion,This is not urgent but I have a product suggestion.,product,low,open,neutral,Dark mode suggestion: This is not urgent but I have a product suggestion.,product
TCK-0217,2026-03-07 00:50:37,CUST-1013,email,Login problem,There seems to be a bug when I try to open the dashboard.,technical,low,open,neutral,Login problem: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0218,2026-02-06 11:38:37,CUST-1296,email,Invoice problem,Please help me fix this billing problem quickly.,billing,low,open,negative,Invoice problem: Please help me fix this billing problem quickly.,billing
TCK-0219,2026-01-20 02:22:37,CUST-1148,web,Export button not working,I am unable to access a feature that worked yesterday.,technical,low,open,neutral,Export button not working: I am unable to access a feature that worked yesterday.,engineering
TCK-0220,2026-03-18 04:37:37,CUST-1151,phone,Clarification needed,Could your support team guide me on the next steps?,general,low,pending,positive,Clarification needed: Could your support team guide me on the next steps?,support
TCK-0221,2026-03-12 14:45:37,CUST-1072,chat,Bug report,The application is slow and sometimes throws an error.,technical,medium,open,neutral,Bug report: The application is slow and sometimes throws an error.,engineering
TCK-0222,2026-01-21 19:40:37,CUST-1100,web,Subscription billing issue,I have not received my refund after several days.,billing,medium,pending,neutral,Subscription billing issue: I have not received my refund after several days.,billing
TCK-0223,2026-02-09 12:54:37,CUST-1219,email,Invoice problem,Please help me fix this billing problem quickly.,billing,low,open,negative,Invoice problem: Please help me fix this billing problem quickly.,billing
TCK-0224,2026-01-21 07:34:37,CUST-1271,email,General question,Could your support team guide me on the next steps?,general,low,open,neutral,General question: Could your support team guide me on the next steps?,support
TCK-0225,2026-03-02 18:39:37,CUST-1177,email,Bug report,There seems to be a bug when I try to open the dashboard.,technical,medium,pending,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0226,2026-02-23 13:35:37,CUST-1130,web,Clarification needed,I need more information before continuing.,general,low,open,positive,Clarification needed: I need more information before continuing.,support
TCK-0227,2026-01-26 08:55:37,CUST-1140,web,Invoice problem,Please help me fix this billing problem quickly.,billing,medium,pending,negative,Invoice problem: Please help me fix this billing problem quickly.,billing
TCK-0228,2026-02-27 12:33:37,CUST-1262,email,Dark mode suggestion,It would be great to have dark mode in the dashboard.,product,low,open,neutral,Dark mode suggestion: It would be great to have dark mode in the dashboard.,product
TCK-0229,2026-03-19 11:23:37,CUST-1132,email,Support request,I have a general question about how the platform works.,general,medium,pending,neutral,Support request: I have a general question about how the platform works.,support
TCK-0230,2026-03-14 19:00:37,CUST-1122,chat,Dashboard crash,I cannot log into my account after resetting my password.,technical,medium,closed,negative,Dashboard crash: I cannot log into my account after resetting my password.,engineering
TCK-0231,2026-01-21 22:07:37,CUST-1297,phone,Dark mode suggestion,It would be great to have dark mode in the dashboard.,product,low,pending,positive,Dark mode suggestion: It would be great to have dark mode in the dashboard.,product
TCK-0232,2026-01-22 14:22:37,CUST-1293,phone,Clarification needed,I have a general question about how the platform works.,general,low,open,neutral,Clarification needed: I have a general question about how the platform works.,support
TCK-0233,2026-03-11 19:26:37,CUST-1219,email,Login problem,The export button crashes every time I click on it.,technical,medium,open,negative,Login problem: The export button crashes every time I click on it.,engineering
TCK-0234,2026-02-04 08:09:37,CUST-1248,phone,Dashboard crash,I am unable to access a feature that worked yesterday.,technical,low,open,positive,Dashboard crash: I am unable to access a feature that worked yesterday.,engineering
TCK-0235,2026-02-13 21:59:37,CUST-1078,web,Double charge,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Double charge: The invoice amount looks incorrect on my account.,billing
TCK-0236,2026-02-20 21:20:37,CUST-1065,chat,Export button not working,I cannot log into my account after resetting my password.,technical,high,pending,negative,Export button not working: I cannot log into my account after resetting my password.,engineering
TCK-0237,2026-02-24 05:44:37,CUST-1287,chat,Export button not working,I am unable to access a feature that worked yesterday.,technical,medium,open,neutral,Export button not working: I am unable to access a feature that worked yesterday.,engineering
TCK-0238,2026-02-11 15:02:37,CUST-1253,chat,Need better filtering,Please consider improving the dashboard usability.,product,low,pending,neutral,Need better filtering: Please consider improving the dashboard usability.,product
TCK-0239,2026-02-11 19:33:37,CUST-1111,web,Dashboard crash,I am unable to access a feature that worked yesterday.,technical,low,open,neutral,Dashboard crash: I am unable to access a feature that worked yesterday.,engineering
TCK-0240,2026-03-15 03:22:37,CUST-1216,web,Password reset issue,The application is slow and sometimes throws an error.,technical,high,open,negative,Password reset issue: The application is slow and sometimes throws an error.,engineering
TCK-0241,2026-02-02 16:16:37,CUST-1111,phone,Bug report,The application is slow and sometimes throws an error.,technical,medium,open,negative,Bug report: The application is slow and sometimes throws an error.,engineering
TCK-0242,2026-02-09 08:02:37,CUST-1258,web,Dashboard crash,I am unable to access a feature that worked yesterday.,technical,low,open,neutral,Dashboard crash: I am unable to access a feature that worked yesterday.,engineering
TCK-0243,2026-02-01 21:57:37,CUST-1097,chat,Bug report,There seems to be a bug when I try to open the dashboard.,technical,medium,open,positive,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0244,2026-02-19 01:30:37,CUST-1096,chat,Export button not working,The export button crashes every time I click on it.,technical,high,open,negative,Export button not working: The export button crashes every time I click on it.,engineering
TCK-0245,2026-01-20 21:47:37,CUST-1100,web,Login problem,The export button crashes every time I click on it.,technical,medium,open,negative,Login problem: The export button crashes every time I click on it.,engineering
TCK-0246,2026-03-15 12:46:37,CUST-1149,phone,Login problem,I am unable to access a feature that worked yesterday.,technical,medium,closed,neutral,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0247,2026-02-06 22:08:37,CUST-1009,web,Login problem,The application is slow and sometimes throws an error.,technical,high,closed,negative,Login problem: The application is slow and sometimes throws an error.,engineering
TCK-0248,2026-03-04 05:40:37,CUST-1238,phone,Need information,I need more information before continuing.,general,low,pending,positive,Need information: I need more information before continuing.,support
TCK-0249,2026-02-04 20:41:37,CUST-1172,email,Bug report,The application is slow and sometimes throws an error.,technical,medium,closed,negative,Bug report: The application is slow and sometimes throws an error.,engineering
TCK-0250,2026-01-26 15:23:37,CUST-1187,web,Suggestion for export options,Please consider improving the dashboard usability.,product,low,pending,neutral,Suggestion for export options: Please consider improving the dashboard usability.,product
TCK-0251,2026-02-22 19:23:37,CUST-1278,email,Export button not working,I cannot log into my account after resetting my password.,technical,high,open,negative,Export button not working: I cannot log into my account after resetting my password.,engineering
TCK-0252,2026-02-03 16:54:37,CUST-1265,web,Bug report,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0253,2026-01-31 03:13:37,CUST-1178,email,Payment issue,I have not received my refund after several days.,billing,high,pending,negative,Payment issue: I have not received my refund after several days.,billing
TCK-0254,2026-01-28 07:55:37,CUST-1087,chat,Subscription billing issue,The invoice amount looks incorrect on my account.,billing,low,closed,neutral,Subscription billing issue: The invoice amount looks incorrect on my account.,billing
TCK-0255,2026-02-28 10:28:37,CUST-1064,phone,Payment issue,The invoice amount looks incorrect on my account.,billing,medium,open,neutral,Payment issue: The invoice amount looks incorrect on my account.,billing
TCK-0256,2026-03-07 08:52:37,CUST-1146,phone,Password reset issue,The export button crashes every time I click on it.,technical,medium,open,neutral,Password reset issue: The export button crashes every time I click on it.,engineering
TCK-0257,2026-02-14 04:23:37,CUST-1189,phone,Suggestion for export options,Please consider improving the dashboard usability.,product,low,open,positive,Suggestion for export options: Please consider improving the dashboard usability.,product
TCK-0258,2026-03-12 00:25:37,CUST-1086,email,Dark mode suggestion,Please consider improving the dashboard usability.,product,low,closed,neutral,Dark mode suggestion: Please consider improving the dashboard usability.,product
TCK-0259,2026-02-02 02:21:37,CUST-1296,web,Clarification needed,Could your support team guide me on the next steps?,general,low,closed,neutral,Clarification needed: Could your support team guide me on the next steps?,support
TCK-0260,2026-03-08 01:52:37,CUST-1079,phone,Refund request,Please help me fix this billing problem quickly.,billing,medium,closed,negative,Refund request: Please help me fix this billing problem quickly.,billing
TCK-0261,2026-03-06 23:26:37,CUST-1208,email,Subscription billing issue,I was charged twice for my subscription and I need a refund.,billing,medium,pending,negative,Subscription billing issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0262,2026-02-19 13:20:37,CUST-1242,web,Dashboard crash,I am unable to access a feature that worked yesterday.,technical,medium,open,neutral,Dashboard crash: I am unable to access a feature that worked yesterday.,engineering
TCK-0263,2026-01-24 09:05:37,CUST-1219,chat,Need information,Could your support team guide me on the next steps?,general,medium,closed,neutral,Need information: Could your support team guide me on the next steps?,support
TCK-0264,2026-03-14 01:59:37,CUST-1250,web,Bug report,The export button crashes every time I click on it.,technical,medium,open,negative,Bug report: The export button crashes every time I click on it.,engineering
TCK-0265,2026-03-10 01:51:37,CUST-1272,web,Bug report,The export button crashes every time I click on it.,technical,high,open,negative,Bug report: The export button crashes every time I click on it.,engineering
TCK-0266,2026-02-19 21:19:37,CUST-1123,email,Support request,I have a general question about how the platform works.,general,low,closed,neutral,Support request: I have a general question about how the platform works.,support
TCK-0267,2026-03-08 09:29:37,CUST-1216,chat,Login problem,I cannot log into my account after resetting my password.,technical,high,closed,negative,Login problem: I cannot log into my account after resetting my password.,engineering
TCK-0268,2026-01-22 05:17:37,CUST-1161,phone,Bug report,There seems to be a bug when I try to open the dashboard.,technical,medium,closed,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0269,2026-01-30 21:26:37,CUST-1152,chat,Bug report,I cannot log into my account after resetting my password.,technical,high,open,neutral,Bug report: I cannot log into my account after resetting my password.,engineering
TCK-0270,2026-02-09 04:19:37,CUST-1180,email,Account question,I need more information before continuing.,general,low,closed,neutral,Account question: I need more information before continuing.,support
TCK-0271,2026-02-25 10:40:37,CUST-1152,chat,Account question,I need more information before continuing.,general,low,pending,positive,Account question: I need more information before continuing.,support
TCK-0272,2026-03-15 18:39:37,CUST-1135,chat,Bug report,There seems to be a bug when I try to open the dashboard.,technical,medium,open,neutral,Bug report: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0273,2026-02-11 21:25:37,CUST-1069,email,Need information,Can someone help me understand a feature in my account?,general,medium,open,positive,Need information: Can someone help me understand a feature in my account?,support
TCK-0274,2026-02-12 17:22:37,CUST-1142,email,Clarification needed,Can someone help me understand a feature in my account?,general,medium,pending,neutral,Clarification needed: Can someone help me understand a feature in my account?,support
TCK-0275,2026-02-05 11:28:37,CUST-1183,email,Suggestion for export options,I would like more filtering options in reports.,product,low,open,neutral,Suggestion for export options: I would like more filtering options in reports.,product
TCK-0276,2026-03-01 09:25:37,CUST-1282,web,Double charge,Please help me fix this billing problem quickly.,billing,medium,open,negative,Double charge: Please help me fix this billing problem quickly.,billing
TCK-0277,2026-03-20 05:06:37,CUST-1026,email,Login problem,There seems to be a bug when I try to open the dashboard.,technical,low,open,neutral,Login problem: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0278,2026-03-08 03:14:37,CUST-1205,email,Password reset issue,I cannot log into my account after resetting my password.,technical,medium,open,negative,Password reset issue: I cannot log into my account after resetting my password.,engineering
TCK-0279,2026-01-27 03:04:37,CUST-1272,chat,Dashboard improvement,Please consider improving the dashboard usability.,product,medium,open,neutral,Dashboard improvement: Please consider improving the dashboard usability.,product
TCK-0280,2026-02-25 03:16:37,CUST-1108,web,Double charge,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Double charge: The invoice amount looks incorrect on my account.,billing
TCK-0281,2026-02-04 12:22:37,CUST-1132,chat,Account question,I have a general question about how the platform works.,general,medium,closed,positive,Account question: I have a general question about how the platform works.,support
TCK-0282,2026-02-12 18:43:37,CUST-1019,web,Dark mode suggestion,Please consider improving the dashboard usability.,product,low,open,neutral,Dark mode suggestion: Please consider improving the dashboard usability.,product
TCK-0283,2026-01-27 14:42:37,CUST-1084,phone,Login problem,The application is slow and sometimes throws an error.,technical,high,open,negative,Login problem: The application is slow and sometimes throws an error.,engineering
TCK-0284,2026-01-31 18:49:37,CUST-1058,phone,Payment issue,Please help me fix this billing problem quickly.,billing,low,open,negative,Payment issue: Please help me fix this billing problem quickly.,billing
TCK-0285,2026-02-20 01:36:37,CUST-1169,web,Refund request,My payment failed but the money was still debited.,billing,medium,open,positive,Refund request: My payment failed but the money was still debited.,billing
TCK-0286,2026-02-24 22:03:37,CUST-1170,phone,Subscription billing issue,My payment failed but the money was still debited.,billing,low,open,neutral,Subscription billing issue: My payment failed but the money was still debited.,billing
TCK-0287,2026-01-30 18:46:37,CUST-1291,web,Feature request,I would like more filtering options in reports.,product,medium,open,neutral,Feature request: I would like more filtering options in reports.,product
TCK-0288,2026-03-11 01:36:37,CUST-1275,phone,Need better filtering,Please consider improving the dashboard usability.,product,low,pending,neutral,Need better filtering: Please consider improving the dashboard usability.,product
TCK-0289,2026-03-04 10:39:37,CUST-1194,phone,Refund request,My payment failed but the money was still debited.,billing,low,open,neutral,Refund request: My payment failed but the money was still debited.,billing
TCK-0290,2026-02-12 00:12:37,CUST-1044,email,Bug report,I am unable to access a feature that worked yesterday.,technical,low,pending,positive,Bug report: I am unable to access a feature that worked yesterday.,engineering
TCK-0291,2026-03-04 18:46:37,CUST-1140,web,Dashboard improvement,A CSV export with more columns would be very useful.,product,medium,open,positive,Dashboard improvement: A CSV export with more columns would be very useful.,product
TCK-0292,2026-03-15 19:18:37,CUST-1144,phone,Double charge,My payment failed but the money was still debited.,billing,low,open,neutral,Double charge: My payment failed but the money was still debited.,billing
TCK-0293,2026-02-09 04:07:37,CUST-1095,chat,Double charge,The invoice amount looks incorrect on my account.,billing,low,open,positive,Double charge: The invoice amount looks incorrect on my account.,billing
TCK-0294,2026-02-09 01:14:37,CUST-1266,web,Suggestion for export options,A CSV export with more columns would be very useful.,product,low,pending,positive,Suggestion for export options: A CSV export with more columns would be very useful.,product
TCK-0295,2026-03-15 09:37:37,CUST-1289,web,Bug report,The export button crashes every time I click on it.,technical,high,pending,negative,Bug report: The export button crashes every time I click on it.,engineering
TCK-0296,2026-02-28 04:58:37,CUST-1283,email,Need better filtering,This is not urgent but I have a product suggestion.,product,low,pending,neutral,Need better filtering: This is not urgent but I have a product suggestion.,product
TCK-0297,2026-02-16 13:36:37,CUST-1138,email,Login problem,I cannot log into my account after resetting my password.,technical,high,open,negative,Login problem: I cannot log into my account after resetting my password.,engineering
TCK-0298,2026-02-26 23:06:37,CUST-1277,phone,Need information,Can someone help me understand a feature in my account?,general,medium,closed,neutral,Need information: Can someone help me understand a feature in my account?,support
TCK-0299,2026-01-25 10:46:37,CUST-1236,email,Login problem,There seems to be a bug when I try to open the dashboard.,technical,low,pending,neutral,Login problem: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0300,2026-02-27 11:44:37,CUST-1200,chat,Double charge,I was charged twice for my subscription and I need a refund.,billing,high,closed,neutral,Double charge: I was charged twice for my subscription and I need a refund.,billing
TCK-0301,2026-03-08 00:13:37,CUST-1084,web,Dashboard improvement,A CSV export with more columns would be very useful.,product,medium,pending,neutral,Dashboard improvement: A CSV export with more columns would be very useful.,product
TCK-0302,2026-01-26 11:07:37,CUST-1289,web,Refund request,I was charged twice for my subscription and I need a refund.,billing,medium,open,negative,Refund request: I was charged twice for my subscription and I need a refund.,billing
TCK-0303,2026-02-23 10:38:37,CUST-1233,phone,Dashboard crash,The export button crashes every time I click on it.,technical,high,closed,negative,Dashboard crash: The export button crashes every time I click on it.,engineering
TCK-0304,2026-02-16 21:36:37,CUST-1292,email,Password reset issue,There seems to be a bug when I try to open the dashboard.,technical,low,closed,neutral,Password reset issue: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0305,2026-03-05 14:38:37,CUST-1239,phone,Double charge,My payment failed but the money was still debited.,billing,medium,open,neutral,Double charge: My payment failed but the money was still debited.,billing
TCK-0306,2026-01-22 19:47:37,CUST-1005,chat,Export button not working,There seems to be a bug when I try to open the dashboard.,technical,medium,pending,neutral,Export button not working: There seems to be a bug when I try to open the dashboard.,engineering
TCK-0307,2026-02-26 01:55:37,CUST-1261,email,Dashboard crash,The application is slow and sometimes throws an error.,technical,high,pending,negative,Dashboard crash: The application is slow and sometimes throws an error.,engineering
TCK-0308,2026-02-12 19:12:37,CUST-1152,web,Bug report,I cannot log into my account after resetting my password.,technical,high,open,negative,Bug report: I cannot log into my account after resetting my password.,engineering
TCK-0309,2026-02-04 06:29:37,CUST-1106,phone,Payment issue,I was charged twice for my subscription and I need a refund.,billing,high,pending,negative,Payment issue: I was charged twice for my subscription and I need a refund.,billing
TCK-0310,2026-03-04 16:38:37,CUST-1151,chat,Login problem,I am unable to access a feature that worked yesterday.,technical,low,open,neutral,Login problem: I am unable to access a feature that worked yesterday.,engineering
TCK-0311,2026-03-02 21:03:37,CUST-1211,email,Dashboard improvement,Please consider improving the dashboard usability.,product,low,open,neutral,Dashboard improvement: Please consider improving the dashboard usability.,product
TCK-0312,2026-03-09 21:32:37,CUST-1005,web,Subscription billing issue,The invoice amount looks incorrect on my account.,billing,low,open,neutral,Subscription billing issue: The invoice amount looks incorrect on my account.,billing
TCK-0313,2026-03-16 16:21:37,CUST-1183,chat,Double charge,I was charged twice for my subscription and I need a refund.,billing,high,open,negative,Double charge: I was charged twice for my subscription and I need a refund.,billing
TCK-0314,2026-03-05 12:13:37,CUST-1181,web,Dashboard improvement,Please consider improving the dashboard usability.,product,low,open,neutral,Dashboard improvement: Please consider improving the dashboard usability.,product
